if {[file exists ~/openlane2/my_script/script_matt.tcl]} {
    source ~/openlane2/my_script/script_matt.tcl
}
Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/home/hien/.volare/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/home/hien/.volare/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/home/hien/.volare/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading OpenROAD database at '/home/hien/openlane2/designs/highspeed_pipelined_multiplier/runs/opti_6/34-openroad-cts/pipelined_mult.odb'…
Reading design constraints file at '/home/hien/openlane2/designs/highspeed_pipelined_multiplier/src/pnr.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO] Setting RC values…
[INFO RSZ-0094] Found 78 endpoints with setup violations.
[INFO RSZ-0099] Repairing 78 out of 78 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
      620 |       2 |     518 |      161 |      7 |    49 |   -0.523 |      -19.2 |     78 | _20661_/D
      630 |       2 |     527 |      161 |      7 |    50 |   -0.495 |      -18.6 |     78 | _20696_/D
      640 |       2 |     532 |      163 |      8 |    53 |   -0.494 |      -18.5 |     78 | _20757_/D
      650 |       2 |     541 |      165 |      8 |    53 |   -0.487 |      -18.1 |     78 | _20728_/D
      660 |       2 |     550 |      165 |      8 |    54 |   -0.480 |      -17.5 |     78 | _20759_/D
      670 |       2 |     558 |      165 |      9 |    55 |   -0.475 |      -17.3 |     78 | _20661_/D
      680 |       2 |     565 |      165 |     10 |    57 |   -0.468 |      -16.8 |     78 | _20728_/D
      690 |       2 |     573 |      167 |     11 |    57 |   -0.464 |      -16.0 |     78 | _20661_/D
      700 |       2 |     578 |      167 |     11 |    62 |   -0.461 |      -15.9 |     78 | _20696_/D
      710 |       2 |     583 |      173 |     13 |    64 |   -0.456 |      -15.2 |     78 | _20728_/D
      720 |       2 |     590 |      176 |     14 |    65 |   -0.448 |      -15.0 |     78 | _20728_/D
      730 |       2 |     598 |      183 |     14 |    65 |   -0.441 |      -14.7 |     78 | _20727_/D
      740 |       2 |     606 |      184 |     14 |    66 |   -0.436 |      -14.5 |     78 | _20753_/D
      750 |       2 |     613 |      186 |     14 |    68 |   -0.433 |      -14.3 |     78 | _20755_/D
      760 |       2 |     618 |      189 |     17 |    69 |   -0.416 |      -13.3 |     78 | _20728_/D
      770 |       2 |     626 |      189 |     17 |    71 |   -0.410 |      -13.0 |     78 | _20757_/D
      780 |       2 |     635 |      189 |     17 |    72 |   -0.402 |      -12.6 |     78 | _20687_/D
      790 |       2 |     642 |      191 |     17 |    74 |   -0.409 |      -12.1 |     78 | _20687_/D
      800 |       2 |     651 |      191 |     17 |    75 |   -0.388 |      -11.8 |     78 | _20757_/D
      810 |       2 |     657 |      193 |     17 |    78 |   -0.393 |      -11.7 |     78 | _20661_/D
      820 |       2 |     666 |      193 |     17 |    79 |   -0.452 |      -12.2 |     78 | _20727_/D
      830 |       2 |     675 |      193 |     18 |    79 |   -0.380 |      -11.4 |     78 | _20728_/D
      840 |       2 |     683 |      195 |     18 |    80 |   -0.381 |      -11.1 |     78 | _20661_/D
      850 |       2 |     692 |      195 |     18 |    81 |   -0.377 |      -11.0 |     78 | _20757_/D
      860 |       2 |     700 |      197 |     18 |    82 |   -0.365 |      -10.8 |     78 | _20661_/D
      870 |       2 |     708 |      199 |     19 |    82 |   -0.360 |      -10.4 |     78 | _20728_/D
      880 |       2 |     716 |      199 |     19 |    84 |   -0.356 |      -10.3 |     78 | _20661_/D
      890 |       2 |     724 |      199 |     19 |    86 |   -0.421 |      -10.5 |     78 | _20661_/D
      900 |       2 |     732 |      201 |     20 |    86 |   -0.345 |       -9.8 |     78 | _20727_/D
      910 |       2 |     740 |      203 |     20 |    87 |   -0.358 |       -9.5 |     78 | _20661_/D
      920 |       2 |     748 |      203 |     20 |    89 |   -0.453 |      -10.6 |     78 | _20661_/D
      930 |       2 |     755 |      203 |     20 |    92 |   -0.457 |      -10.9 |     78 | _20661_/D
      940 |       2 |     762 |      203 |     20 |    95 |   -0.395 |       -9.8 |     78 | _20687_/D
      950 |       2 |     771 |      203 |     20 |    96 |   -0.420 |      -10.1 |     78 | _20687_/D
      960 |       2 |     779 |      203 |     20 |    98 |   -0.363 |       -9.7 |     78 | _20693_/D
      970 |       2 |     784 |      205 |     20 |   102 |   -0.405 |      -10.3 |     78 | _20687_/D
      980 |       2 |     792 |      207 |     20 |   103 |   -0.340 |       -9.6 |     78 | _20687_/D
      986 |       2 |     760 |      205 |     20 |    94 |   -0.338 |       -9.5 |     78 | _20693_/D
      990 |       2 |     763 |      205 |     20 |    94 |   -0.385 |       -9.9 |     78 | _20693_/D
     1000 |       2 |     771 |      205 |     20 |    96 |   -0.383 |       -9.8 |     78 | _20693_/D
     1010 |       2 |     778 |      205 |     21 |    98 |   -0.428 |       -9.6 |     78 | _20681_/D
     1020 |       2 |     786 |      205 |     22 |    99 |   -0.447 |       -9.6 |     78 | _20681_/D
     1030 |       3 |     791 |      207 |     23 |   101 |   -0.393 |       -9.2 |     78 | _20681_/D
     1037 |       2 |     760 |      208 |     20 |    94 |   -0.359 |       -9.7 |     78 | _20693_/D
     1040 |       2 |     761 |      208 |     20 |    95 |   -0.359 |       -9.8 |     78 | _20693_/D
     1050 |       2 |     769 |      210 |     20 |    96 |   -0.360 |      -10.0 |     78 | _20728_/D
     1060 |       2 |     779 |      210 |     20 |    96 |   -0.360 |       -9.4 |     78 | _20728_/D
     1070 |       2 |     788 |      210 |     20 |    97 |   -0.360 |       -9.4 |     78 | _20728_/D
     1080 |       2 |     793 |      215 |     21 |    99 |   -0.360 |       -9.2 |     78 | _20728_/D
     1089 |       2 |     761 |      211 |     20 |    94 |   -0.359 |       -9.7 |     78 | _20693_/D
     1090 |       2 |     761 |      211 |     20 |    94 |   -0.359 |       -9.7 |     78 | _20693_/D
     1100 |       2 |     769 |      211 |     20 |    96 |   -0.360 |       -9.5 |     78 | _20728_/D
     1110 |       2 |     778 |      213 |     20 |    96 |   -0.360 |       -9.5 |     78 | _20728_/D
     1120 |       2 |     788 |      213 |     20 |    96 |   -0.360 |       -9.5 |     78 | _20728_/D
     1130 |       2 |     796 |      215 |     21 |    96 |   -0.360 |       -9.4 |     78 | _20728_/D
     1140 |       2 |     805 |      215 |     21 |    97 |   -0.403 |       -9.5 |     78 | _20728_/D
     1142 |       2 |     763 |      214 |     20 |    94 |   -0.386 |       -9.7 |     78 | _20728_/D
     1150 |       2 |     770 |      214 |     20 |    94 |   -0.426 |       -9.7 |     78 | _20687_/D
     1160 |       2 |     779 |      214 |     21 |    94 |   -0.386 |       -9.2 |     78 | _20728_/D
     1170 |       2 |     786 |      214 |     22 |    96 |   -0.386 |       -9.1 |     78 | _20728_/D
     1180 |       2 |     792 |      214 |     25 |    97 |   -0.386 |       -9.0 |     78 | _20728_/D
     1190 |       2 |     800 |      214 |     26 |    98 |   -0.386 |       -8.7 |     78 | _20728_/D
     1200 |       2 |     808 |      214 |     26 |   100 |   -0.386 |       -8.6 |     78 | _20728_/D
     1210 |       2 |     817 |      214 |     26 |   101 |   -0.386 |       -8.6 |     78 | _20728_/D
     1220 |       2 |     823 |      216 |     28 |   102 |   -0.415 |       -8.5 |     78 | _20681_/D
     1230 |       2 |     829 |      218 |     28 |   105 |   -0.415 |       -8.5 |     78 | _20681_/D
     1240 |       2 |     836 |      220 |     29 |   106 |   -0.415 |       -8.3 |     78 | _20681_/D
     1250 |       2 |     841 |      226 |     30 |   108 |   -0.415 |       -8.2 |     78 | _20681_/D
     1260 |       2 |     846 |      232 |     30 |   110 |   -0.415 |       -8.5 |     78 | _20681_/D
     1260 |       2 |     818 |      222 |     26 |   101 |   -0.386 |       -9.0 |     78 | _20728_/D
     1270 |       2 |     827 |      222 |     26 |   101 |   -0.395 |       -8.9 |     78 | _20728_/D
     1280 |       2 |     836 |      224 |     26 |   101 |   -0.395 |       -8.8 |     78 | _20728_/D
     1290 |       2 |     846 |      224 |     26 |   101 |   -0.395 |       -8.7 |     78 | _20728_/D
     1300 |       2 |     853 |      226 |     27 |   102 |   -0.395 |       -8.6 |     78 | _20728_/D
     1310 |       2 |     863 |      226 |     27 |   102 |   -0.403 |       -8.8 |     78 | _20728_/D
     1312 |       2 |     819 |      225 |     26 |   101 |   -0.386 |       -9.0 |     78 | _20728_/D
     1320 |       2 |     825 |      225 |     27 |   101 |   -0.386 |       -8.8 |     78 | _20728_/D
     1330 |       2 |     832 |      231 |     28 |   101 |   -0.386 |       -8.5 |     78 | _20728_/D
     1340 |       2 |     838 |      231 |     30 |   103 |   -0.386 |       -8.1 |     78 | _20728_/D
     1350 |       2 |     846 |      233 |     30 |   104 |   -0.386 |       -8.1 |     78 | _20728_/D
     1360 |       2 |     851 |      238 |     31 |   106 |   -0.386 |       -8.5 |     78 | _20728_/D
     1370 |       2 |     861 |      238 |     31 |   106 |   -0.399 |       -8.1 |     78 | _20681_/D
     1380 |       2 |     866 |      240 |     33 |   108 |   -0.386 |       -8.0 |     78 | _20728_/D
     1390 |       2 |     874 |      248 |     33 |   108 |   -0.386 |       -7.8 |     78 | _20728_/D
     1400 |       2 |     882 |      248 |     33 |   110 |   -0.386 |       -7.9 |     78 | _20728_/D
     1410 |       2 |     888 |      248 |     33 |   114 |   -0.386 |       -7.7 |     78 | _20728_/D
     1420 |       3 |     895 |      248 |     34 |   115 |   -0.386 |       -7.5 |     78 | _20728_/D
     1430 |       3 |     902 |      248 |     34 |   118 |   -0.386 |       -7.7 |     78 | _20728_/D
     1440 |       3 |     911 |      248 |     34 |   119 |   -0.386 |       -7.7 |     78 | _20728_/D
     1450 |       3 |     918 |      252 |     34 |   120 |   -0.386 |       -7.7 |     78 | _20728_/D
     1460 |       3 |     921 |      256 |     35 |   124 |   -0.386 |       -7.7 |     78 | _20728_/D
     1470 |       3 |     931 |      256 |     35 |   124 |   -0.386 |       -8.4 |     78 | _20728_/D
     1480 |       3 |     936 |      256 |     35 |   129 |   -0.386 |       -7.7 |     78 | _20728_/D
     1490 |       3 |     944 |      258 |     35 |   130 |   -0.386 |       -7.7 |     78 | _20728_/D
     1500 |       3 |     950 |      258 |     38 |   131 |   -0.386 |       -7.7 |     78 | _20728_/D
     1510 |       3 |     956 |      260 |     41 |   131 |   -0.386 |       -7.7 |     78 | _20728_/D
     1520 |       3 |     963 |      264 |     42 |   131 |   -0.386 |       -7.4 |     78 | _20728_/D
     1530 |       3 |     972 |      264 |     43 |   131 |   -0.386 |       -7.4 |     78 | _20728_/D
     1540 |       3 |     980 |      266 |     44 |   131 |   -0.386 |       -7.3 |     78 | _20728_/D
     1550 |       3 |     988 |      266 |     44 |   133 |   -0.386 |       -7.2 |     78 | _20728_/D
     1553 |       3 |     988 |      266 |     44 |   133 |   -0.386 |       -7.2 |     78 | _20728_/D
     1560 |       3 |     991 |      268 |     45 |   134 |   -0.386 |       -7.0 |     78 | _20728_/D
     1561 |       3 |     991 |      268 |     45 |   135 |   -0.386 |       -6.9 |     78 | _20728_/D
     1570 |       3 |     998 |      268 |     45 |   136 |   -0.386 |       -6.8 |     78 | _20728_/D
     1580 |       3 |    1008 |      268 |     45 |   136 |   -0.395 |       -6.8 |     78 | _20728_/D
     1590 |       3 |    1017 |      270 |     45 |   136 |   -0.395 |       -7.2 |     78 | _20728_/D
     1600 |       3 |    1027 |      270 |     45 |   136 |   -0.395 |       -7.1 |     78 | _20728_/D
     1610 |       3 |    1035 |      272 |     46 |   136 |   -0.395 |       -6.8 |     78 | _20728_/D
     1620 |       3 |    1044 |      272 |     46 |   137 |   -0.395 |       -6.6 |     78 | _20728_/D
     1626 |       3 |    1005 |      270 |     45 |   136 |   -0.386 |       -6.7 |     78 | _20728_/D
     1627 |       3 |    1005 |      270 |     45 |   136 |   -0.386 |       -6.7 |     77 | _20728_/D
     1628 |       3 |    1005 |      270 |     45 |   136 |   -0.386 |       -6.7 |     76 | _20728_/D
     1630 |       3 |    1006 |      270 |     45 |   136 |   -0.386 |       -7.0 |     76 | _20728_/D
     1634 |       3 |    1010 |      270 |     45 |   136 |   -0.386 |       -6.5 |     74 | _20728_/D
     1640 |       3 |    1013 |      274 |     45 |   136 |   -0.386 |       -6.5 |     74 | _20728_/D
     1650 |       3 |    1020 |      279 |     45 |   137 |   -0.386 |       -6.5 |     74 | _20728_/D
     1660 |       3 |    1026 |      283 |     46 |   138 |   -0.386 |       -6.3 |     74 | _20728_/D
     1670 |       3 |    1032 |      285 |     47 |   140 |   -0.386 |       -6.5 |     74 | _20728_/D
     1680 |       3 |    1038 |      285 |     47 |   144 |   -0.386 |       -6.5 |     74 | _20728_/D
     1690 |       3 |    1045 |      288 |     47 |   146 |   -0.386 |       -6.5 |     74 | _20728_/D
     1700 |       3 |    1054 |      290 |     47 |   146 |   -0.386 |       -6.4 |     74 | _20728_/D
     1701 |       3 |    1055 |      290 |     47 |   146 |   -0.386 |       -6.4 |     72 | _20728_/D
     1710 |       3 |    1062 |      292 |     47 |   146 |   -0.395 |       -6.4 |     72 | _20728_/D
     1720 |       3 |    1070 |      294 |     48 |   146 |   -0.395 |       -6.5 |     72 | _20728_/D
     1730 |       3 |    1080 |      294 |     48 |   146 |   -0.395 |       -6.3 |     72 | _20728_/D
     1740 |       3 |    1089 |      294 |     48 |   147 |   -0.395 |       -6.3 |     72 | _20728_/D
     1750 |       3 |    1095 |      298 |     50 |   148 |   -0.395 |       -6.4 |     72 | _20728_/D
     1753 |       3 |    1058 |      294 |     47 |   146 |   -0.386 |       -6.4 |     72 | _20728_/D
     1754 |       3 |    1058 |      294 |     47 |   146 |   -0.386 |       -6.4 |     71 | _20728_/D
     1760 |       3 |    1061 |      298 |     48 |   146 |   -0.386 |       -6.3 |     71 | _20728_/D
     1770 |       3 |    1070 |      298 |     48 |   147 |   -0.406 |       -6.2 |     71 | _20728_/D
     1780 |       3 |    1076 |      303 |     49 |   148 |   -0.406 |       -6.3 |     71 | _20728_/D
     1790 |       3 |    1083 |      308 |     49 |   149 |   -0.406 |       -6.0 |     71 | _20728_/D
     1800 |       3 |    1090 |      310 |     49 |   151 |   -0.362 |       -5.7 |     71 | _20728_/D
     1810 |       3 |    1097 |      312 |     50 |   152 |   -0.362 |       -5.6 |     71 | _20728_/D
     1820 |       4 |    1104 |      314 |     51 |   152 |   -0.335 |       -5.5 |     71 | _20755_/D
     1830 |       4 |    1114 |      314 |     51 |   152 |   -0.335 |       -5.4 |     71 | _20755_/D
     1840 |       4 |    1121 |      319 |     52 |   152 |   -0.400 |       -5.9 |     71 | _20728_/D
     1850 |       4 |    1128 |      327 |     53 |   152 |   -0.335 |       -5.2 |     71 | _20755_/D
     1860 |       4 |    1133 |      333 |     54 |   154 |   -0.335 |       -5.2 |     71 | _20755_/D
     1863 |       4 |    1136 |      333 |     54 |   154 |   -0.335 |       -5.2 |     69 | _20755_/D
     1870 |       4 |    1142 |      333 |     54 |   154 |   -0.335 |       -5.1 |     69 | _20755_/D
     1880 |       4 |    1149 |      336 |     55 |   155 |   -0.335 |       -5.1 |     69 | _20755_/D
     1890 |       4 |    1158 |      336 |     55 |   156 |   -0.335 |       -5.2 |     69 | _20755_/D
     1900 |       4 |    1164 |      338 |     56 |   158 |   -0.335 |       -5.1 |     69 | _20755_/D
     1910 |       4 |    1171 |      345 |     56 |   160 |   -0.334 |       -4.7 |     69 | _20759_/D
     1920 |       4 |    1178 |      347 |     57 |   161 |   -0.334 |       -4.6 |     69 | _20759_/D
     1930 |       4 |    1184 |      350 |     57 |   164 |   -0.334 |       -4.7 |     69 | _20759_/D
     1940 |       4 |    1193 |      352 |     57 |   164 |   -0.334 |       -4.2 |     69 | _20759_/D
     1950 |       4 |    1202 |      352 |     57 |   165 |   -0.334 |       -4.0 |     69 | _20759_/D
     1960 |       4 |    1210 |      354 |     58 |   165 |   -0.334 |       -4.4 |     69 | _20759_/D
     1970 |       4 |    1217 |      356 |     58 |   167 |   -0.334 |       -4.1 |     69 | _20759_/D
     1980 |       4 |    1223 |      356 |     59 |   170 |   -0.334 |       -4.1 |     69 | _20759_/D
     1990 |       4 |    1232 |      358 |     59 |   170 |   -0.334 |       -3.5 |     69 | _20759_/D
     2000 |       4 |    1241 |      358 |     59 |   171 |   -0.334 |       -3.5 |     69 | _20759_/D
     2010 |       4 |    1248 |      360 |     60 |   172 |   -0.334 |       -3.8 |     69 | _20759_/D
     2020 |       4 |    1253 |      365 |     61 |   173 |   -0.334 |       -3.6 |     69 | _20759_/D
     2030 |       4 |    1259 |      365 |     61 |   177 |   -0.334 |       -3.5 |     69 | _20759_/D
     2040 |       5 |    1265 |      365 |     61 |   180 |   -0.334 |       -3.5 |     69 | _20759_/D
     2050 |       5 |    1271 |      367 |     61 |   183 |   -0.334 |       -3.4 |     69 | _20759_/D
     2060 |       5 |    1278 |      373 |     61 |   183 |   -0.334 |       -3.4 |     69 | _20759_/D
     2070 |       6 |    1285 |      373 |     62 |   184 |   -0.334 |       -3.2 |     69 | _20759_/D
     2080 |       6 |    1294 |      373 |     62 |   185 |   -0.334 |       -3.2 |     69 | _20759_/D
     2090 |       6 |    1303 |      373 |     62 |   186 |   -0.334 |       -3.2 |     69 | _20759_/D
     2100 |       6 |    1309 |      373 |     63 |   189 |   -0.334 |       -3.1 |     69 | _20759_/D
     2110 |       6 |    1318 |      373 |     63 |   190 |   -0.334 |       -3.0 |     69 | _20759_/D
     2120 |       6 |    1328 |      373 |     63 |   190 |   -0.334 |       -3.0 |     69 | _20759_/D
     2130 |       6 |    1336 |      377 |     63 |   190 |   -0.334 |       -3.0 |     69 | _20759_/D
     2134 |       6 |    1337 |      379 |     63 |   192 |   -0.334 |       -3.0 |     67 | _20759_/D
     2135 |       6 |    1337 |      379 |     63 |   192 |   -0.334 |       -3.0 |     66 | _20759_/D
     2136 |       6 |    1337 |      379 |     63 |   192 |   -0.334 |       -3.0 |     65 | _20759_/D
     2138 |       6 |    1338 |      379 |     63 |   192 |   -0.334 |       -3.1 |     63 | _20759_/D
     2139 |       6 |    1338 |      379 |     63 |   192 |   -0.334 |       -3.1 |     62 | _20759_/D
     2140 |       6 |    1338 |      379 |     63 |   192 |   -0.334 |       -3.1 |     62 | _20759_/D
     2150 |       7 |    1344 |      385 |     64 |   192 |   -0.334 |       -3.0 |     62 | _20759_/D
     2160 |       7 |    1352 |      389 |     64 |   192 |   -0.334 |       -2.9 |     62 | _20759_/D
     2170 |       7 |    1357 |      395 |     64 |   194 |   -0.334 |       -3.3 |     62 | _20759_/D
     2180 |       8 |    1361 |      395 |     64 |   199 |   -0.359 |       -3.9 |     62 | _20725_/D
     2190 |       8 |    1365 |      403 |     65 |   200 |   -0.334 |       -3.5 |     62 | _20759_/D
     2200 |       9 |    1368 |      407 |     69 |   200 |   -0.334 |       -3.0 |     62 | _20759_/D
     2210 |       9 |    1377 |      407 |     69 |   201 |   -0.334 |       -3.0 |     62 | _20759_/D
     2220 |       9 |    1386 |      407 |     69 |   202 |   -0.334 |       -3.0 |     62 | _20759_/D
     2230 |      10 |    1391 |      407 |     69 |   206 |   -0.334 |       -3.0 |     62 | _20759_/D
     2232 |      10 |    1393 |      407 |     69 |   206 |   -0.334 |       -3.0 |     60 | _20759_/D
     2233 |      10 |    1393 |      407 |     69 |   206 |   -0.334 |       -3.0 |     59 | _20759_/D
